PartcipantID:be17
InitialTimeStamp:15-03-37-078
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;51
1;1;11;3054
1;1;2;25083
1;1;21;26170
1;1;3;27116
1;2;1;32150
1;2;11;35156
1;2;2;57171
1;2;21;57990
1;2;3;59201
1;3;1;64244
1;3;11;67247
1;3;2;89263
1;3;21;89976
1;3;3;91282
1;4;1;96323
1;4;11;99329
1;4;2;121345
1;4;21;122053
1;4;3;123372
1;5;1;128415
1;5;11;131416
1;5;2;153445
1;5;21;154196
1;5;3;155460
1;6;1;160500
1;6;11;163502
1;6;2;185532
1;6;21;186539
1;6;3;187552
1;7;1;192589
1;7;11;195595
1;7;2;217612
1;7;21;218877
1;7;3;219633
1;8;1;224675
1;8;11;227682
1;8;2;249698
1;8;21;250464
1;8;3;251717
1;9;1;256746
1;9;11;259745
1;9;2;281775
1;9;21;282484
1;9;3;283805
1;10;1;288846
1;10;11;291852
1;10;2;313869
1;10;21;314669
1;10;3;315884
1;11;1;320926
1;11;11;323932
1;11;2;345959
1;11;21;346531
1;11;3;347978
1;12;1;353016
1;12;11;356020
1;12;2;378038
1;12;21;378634
1;12;3;380058
1;13;1;385099
1;13;11;388105
1;13;2;410124
1;13;21;410825
1;13;3;412154
1;14;1;417195
1;14;11;420200
1;14;2;442217
1;14;21;443269
1;14;3;444236
1;15;1;449278
1;15;11;452281
1;15;2;474296
1;15;21;474907
1;15;3;476314
1;16;1;481353
1;16;11;484360
1;16;2;506376
1;16;21;507038
1;16;3;508403
1;17;1;513444
1;17;11;516450
1;17;2;538470
1;17;21;539061
1;17;3;540489
1;18;1;545527
1;18;11;548531
1;18;2;570548
1;18;21;571708
1;18;3;572570
1;19;1;577608
1;19;11;580611
1;19;2;602629
1;19;21;603191
1;19;3;604649
1;20;1;609687
1;20;11;612696
1;20;2;634714
1;20;21;635955
1;20;3;636730
1;21;1;641768
1;21;11;644769
1;21;2;666797
1;21;21;667746
1;21;3;668818
1;22;1;673858
1;22;11;676865
1;22;2;698880
1;22;21;699901
1;22;3;700908
1;23;1;705948
1;23;11;708955
1;23;2;730970
1;23;21;731615
1;23;3;732990
1;24;1;738029
1;24;11;741033
1;24;2;763051
1;24;21;764276
1;24;3;765072
2;0;4;770112
2;1;1;830154
2;1;11;833161
2;1;2;855178
2;1;21;855822
2;1;3;857196
2;2;1;862235
2;2;11;865242
2;2;2;887260
2;2;21;887951
2;2;3;889274
2;3;1;894313
2;3;11;897320
2;3;2;919344
2;3;21;920570
2;3;3;921364
2;4;1;926403
2;4;11;929409
2;4;2;951425
2;4;21;952154
2;4;3;953454
2;5;1;958496
2;5;11;961501
2;5;2;983517
2;5;21;984394
2;5;3;985543
2;6;1;990583
2;6;11;993584
2;6;2;1015610
2;6;21;1016230
2;6;3;1017629
2;7;1;1022669
2;7;11;1025674
2;7;2;1047690
2;7;21;1048850
2;7;3;1049719
2;8;1;1054759
2;8;11;1057763
2;8;2;1079791
2;8;21;1080680
2;8;3;1081809
2;9;1;1086850
2;9;11;1089860
2;9;2;1111885
2;9;21;1112549
2;9;3;1113911
2;10;1;1118943
2;10;11;1121949
2;10;2;1143978
2;10;21;1144579
2;10;3;1146010
2;11;1;1151053
2;11;11;1154059
2;11;2;1176076
2;11;21;1176710
2;11;3;1178091
2;12;1;1183129
2;12;11;1186133
2;12;2;1208150
2;12;21;1208885
2;12;3;1210170
2;13;1;1215210
2;13;11;1218214
2;13;2;1240230
2;13;21;1240821
2;13;3;1242244
2;14;1;1247284
2;14;11;1250290
2;14;2;1272307
2;14;21;1272974
2;14;3;1274336
2;15;1;1279380
2;15;11;1282386
2;15;2;1304402
2;15;21;1304970
2;15;3;1306422
2;16;1;1311463
2;16;11;1314469
2;16;2;1336485
2;16;21;1337073
2;16;3;1338508
2;17;1;1343552
2;17;11;1346556
2;17;2;1368572
2;17;21;1369653
2;17;3;1370591
2;18;1;1375632
2;18;11;1378641
2;18;2;1400660
2;18;21;1401697
2;18;3;1402678
2;19;1;1407719
2;19;11;1410725
2;19;2;1432742
2;19;21;1433368
2;19;3;1434772
2;20;1;1439814
2;20;11;1442817
2;20;2;1464834
2;20;21;1465470
2;20;3;1466854
2;21;1;1471891
2;21;11;1474902
2;21;2;1496918
2;21;21;1497557
2;21;3;1498938
2;22;1;1503976
2;22;11;1506984
2;22;2;1529003
2;22;21;1529587
2;22;3;1531024
2;23;1;1536066
2;23;11;1539073
2;23;2;1561088
2;23;21;1561946
2;23;3;1563106
2;24;1;1568144
2;24;11;1571151
2;24;2;1593176
2;24;21;1593864
2;24;3;1595194
3;0;4;1600230
3;1;1;1660272
3;1;11;1663278
3;1;2;1685306
3;1;21;1686072
3;1;3;1687333
3;2;1;1692380
3;2;11;1695386
3;2;2;1717402
3;2;21;1718369
3;2;3;1719420
3;3;1;1724461
3;3;11;1727469
3;3;2;1749488
3;3;21;1750241
3;3;3;1751508
3;4;1;1756548
3;4;11;1759553
3;4;2;1781569
3;4;21;1783167
3;4;3;1783586
3;5;1;1788629
3;5;11;1791638
3;5;2;1813655
3;5;21;1814331
3;5;3;1815669
3;6;1;1820709
3;6;11;1823714
3;6;2;1845729
3;6;21;1846723
3;6;3;1847758
3;7;1;1852803
3;7;11;1855806
3;7;2;1877822
3;7;21;1878976
3;7;3;1879839
3;8;1;1884878
3;8;11;1887883
3;8;2;1909910
3;8;21;1910713
3;8;3;1911930
3;9;1;1916968
3;9;11;1919975
3;9;2;1941990
3;9;21;1942672
3;9;3;1944019
3;10;1;1949066
3;10;11;1952071
3;10;2;1974088
3;10;21;1974978
3;10;3;1976108
3;11;1;1981141
3;11;11;1984137
3;11;2;2006154
3;11;21;2006809
3;11;3;2008182
3;12;1;2013225
3;12;11;2016227
3;12;2;2038242
3;12;21;2038977
3;12;3;2040261
3;13;1;2045299
3;13;11;2048309
3;13;2;2070326
3;13;21;2070953
