PartcipantID:be22
InitialTimeStamp:15-41-55-005
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;73
1;1;11;3082
1;1;2;25112
1;1;21;26283
1;1;3;27144
1;2;1;32201
1;2;11;35199
1;2;2;57228
1;2;21;58533
1;2;3;59262
1;3;1;64320
1;3;11;67317
1;3;2;89347
1;3;21;90685
1;3;3;91378
1;4;1;96435
1;4;11;99435
1;4;2;121479
1;4;21;122469
1;4;3;123514
1;5;1;128571
1;5;11;131570
1;5;2;153599
1;5;21;154836
1;5;3;155631
1;6;1;160689
1;6;11;163688
1;6;2;185732
1;6;21;186671
1;6;3;187766
1;7;1;192824
1;7;11;195822
1;7;2;217851
1;7;21;218905
1;7;3;219883
1;8;1;224942
1;8;11;227940
1;8;2;249969
1;8;21;251389
1;8;3;252001
1;9;1;257059
1;9;11;260057
1;9;2;282102
1;9;21;283475
1;9;3;284135
1;10;1;289193
1;10;11;292191
1;10;2;314221
1;10;21;315159
1;10;3;316252
1;11;1;321311
1;11;11;324310
1;11;2;346338
1;11;21;347377
1;11;3;348371
1;12;1;353429
1;12;11;356427
1;12;2;378457
1;12;21;379562
1;12;3;380489
1;13;1;385547
1;13;11;388545
1;13;2;410574
1;13;21;412329
1;13;3;412607
1;14;1;417664
1;14;11;420663
1;14;2;442692
1;14;21;443630
1;14;3;444725
1;15;1;449781
1;15;11;452781
1;15;2;474810
1;15;21;475898
1;15;3;476843
1;16;1;481900
1;16;11;484899
1;16;2;506928
1;16;21;508466
1;16;3;508960
1;17;1;514018
1;17;11;517016
1;17;2;539045
1;17;21;540184
1;17;3;541078
1;18;1;546136
1;18;11;549134
1;18;2;571164
1;18;21;573000
1;18;3;573196
1;19;1;578254
1;19;11;581252
1;19;2;603280
1;19;21;604319
1;19;3;605313
1;20;1;610371
1;20;11;613370
1;20;2;635398
1;20;21;636454
1;20;3;637431
1;21;1;642488
1;21;11;645488
1;21;2;667532
1;21;21;668571
1;21;3;669565
1;22;1;674622
1;22;11;677622
1;22;2;699651
1;22;21;700622
1;22;3;701683
1;23;1;706741
1;23;11;709739
1;23;2;731769
1;23;21;732790
1;23;3;733801
1;24;1;738857
1;24;11;741857
1;24;2;763886
1;24;21;765025
1;24;3;765919
2;0;4;770975
2;1;1;831015
2;1;11;834011
2;1;2;856040
2;1;21;857095
2;1;3;858071
2;2;1;863130
2;2;11;866128
2;2;2;888158
2;2;21;889345
2;2;3;890189
2;3;1;895247
2;3;11;898246
2;3;2;920290
2;3;21;921547
2;3;3;922324
2;4;1;927383
2;4;11;930380
2;4;2;952410
2;4;21;953631
2;4;3;954442
2;5;1;959499
2;5;11;962498
2;5;2;984526
2;5;21;985832
2;5;3;986560
2;6;1;991616
2;6;11;994615
2;6;2;1016643
2;6;21;1017600
2;6;3;1018678
2;7;1;1023736
2;7;11;1026733
2;7;2;1048762
2;7;21;1049851
2;7;3;1050794
2;8;1;1055836
2;8;11;1058835
2;8;2;1080864
2;8;21;1082269
2;8;3;1082896
2;9;1;1087954
2;9;11;1090952
2;9;2;1112982
2;9;21;1114220
2;9;3;1115015
2;10;1;1120071
2;10;11;1123070
2;10;2;1145100
2;10;21;1146204
2;10;3;1147132
2;11;1;1152190
2;11;11;1155187
2;11;2;1177217
2;11;21;1178339
2;11;3;1179249
2;12;1;1184307
2;12;11;1187305
2;12;2;1209335
2;12;21;1210207
2;12;3;1211367
2;13;1;1216423
2;13;11;1219424
2;13;2;1241452
2;13;21;1242475
2;13;3;1243485
2;14;1;1248542
2;14;11;1251541
2;14;2;1273570
2;14;21;1275192
2;14;3;1275603
2;15;1;1280661
2;15;11;1283659
2;15;2;1305687
2;15;21;1307193
2;15;3;1307720
2;16;1;1312778
2;16;11;1315776
2;16;2;1337805
