PartcipantID:be14
InitialTimeStamp:15-23-15-248
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;55
1;1;11;3052
1;1;2;25080
1;1;21;26411
1;1;3;27115
1;2;1;32149
1;2;11;35153
1;2;2;57169
1;2;21;58065
1;2;3;59189
1;3;1;64231
1;3;11;67236
1;3;2;89254
1;3;21;89895
1;3;3;91271
1;4;1;96314
1;4;11;99317
1;4;2;121334
1;4;21;122191
1;4;3;123355
1;5;1;128394
1;5;11;131400
1;5;2;153418
1;5;21;154257
1;5;3;155432
1;6;1;160471
1;6;11;163473
1;6;2;185489
1;6;21;186623
1;6;3;187508
1;7;1;192549
1;7;11;195554
1;7;2;217570
1;7;21;218301
1;7;3;219588
1;8;1;224628
1;8;11;227635
1;8;2;249652
1;8;21;251024
1;8;3;251672
1;9;1;256711
1;9;11;259716
1;9;2;281743
1;9;21;282477
1;9;3;283763
1;10;1;288801
1;10;11;291810
1;10;2;313825
1;10;21;314541
1;10;3;315846
1;11;1;320887
1;11;11;323891
1;11;2;345917
1;11;21;346924
1;11;3;347938
1;12;1;352978
1;12;11;355984
1;12;2;378001
1;12;21;378862
1;12;3;380021
1;13;1;385061
1;13;11;388064
1;13;2;410081
1;13;21;410970
1;13;3;412098
1;14;1;417141
1;14;11;420145
1;14;2;442173
1;14;21;443839
1;14;3;444193
1;15;1;449235
1;15;11;452239
1;15;2;474255
1;15;21;474889
1;15;3;476274
1;16;1;481315
1;16;11;484320
1;16;2;506337
1;16;21;507383
1;16;3;508368
1;17;1;513407
1;17;11;516417
1;17;2;538432
1;17;21;539193
1;17;3;540449
1;18;1;545490
1;18;11;548493
1;18;2;570508
1;18;21;571225
1;18;3;572525
1;19;1;577566
1;19;11;580570
1;19;2;602588
1;19;21;603363
1;19;3;604606
1;20;1;609644
1;20;11;612651
1;20;2;634669
1;20;21;635293
1;20;3;636684
1;21;1;641724
1;21;11;644729
1;21;2;666747
1;21;21;667397
1;21;3;668776
1;22;1;673819
1;22;11;676826
1;22;2;698844
1;22;21;699649
1;22;3;700864
1;23;1;705902
1;23;11;708908
1;23;2;730925
1;23;21;731932
1;23;3;732945
1;24;1;737984
1;24;11;740985
1;24;2;763013
1;24;21;763524
1;24;3;765034
2;0;4;770083
2;1;1;830125
2;1;11;833134
2;1;2;855150
2;1;21;855946
2;1;3;857170
2;2;1;862208
2;2;11;865216
2;2;2;887232
2;2;21;887896
2;2;3;889251
2;3;1;894291
2;3;11;897292
2;3;2;919310
2;3;21;920227
2;3;3;921328
2;4;1;926369
2;4;11;929374
2;4;2;951391
2;4;21;952188
2;4;3;953408
2;5;1;958450
2;5;11;961455
2;5;2;983474
2;5;21;984186
2;5;3;985492
2;6;1;990533
2;6;11;993537
2;6;2;1015555
2;6;21;1016389
2;6;3;1017574
2;7;1;1022611
2;7;11;1025615
2;7;2;1047644
2;7;21;1048522
2;7;3;1049663
2;8;1;1054702
2;8;11;1057710
2;8;2;1079726
2;8;21;1080349
2;8;3;1081747
2;9;1;1086782
2;9;11;1089787
2;9;2;1111806
2;9;21;1112550
2;9;3;1113825
2;10;1;1118862
2;10;11;1121870
2;10;2;1143887
2;10;21;1144438
2;10;3;1145903
2;11;1;1150942
2;11;11;1153948
2;11;2;1175965
2;11;21;1176658
2;11;3;1177994
2;12;1;1183036
2;12;11;1186045
2;12;2;1208063
2;12;21;1208927
2;12;3;1210083
2;13;1;1215125
2;13;11;1218131
2;13;2;1240149
2;13;21;1240823
2;13;3;1242164
2;14;1;1247204
2;14;11;1250208
2;14;2;1272224
2;14;21;1272804
2;14;3;1274253
2;15;1;1279295
2;15;11;1282299
2;15;2;1304324
2;15;21;1304993
2;15;3;1306344
2;16;1;1311387
2;16;11;1314392
2;16;2;1336407
2;16;21;1337099
2;16;3;1338426
2;17;1;1343467
2;17;11;1346472
2;17;2;1368497
2;17;21;1369186
2;17;3;1370526
2;18;1;1375569
2;18;11;1378573
2;18;2;1400590
2;18;21;1401381
2;18;3;1402609
2;19;1;1407648
2;19;11;1410653
2;19;2;1432680
2;19;21;1433214
2;19;3;1434696
2;20;1;1439735
2;20;11;1442741
2;20;2;1464770
2;20;21;1465387
2;20;3;1466790
2;21;1;1471830
2;21;11;1474836
2;21;2;1496854
2;21;21;1497456
2;21;3;1498875
2;22;1;1503916
2;22;11;1506921
2;22;2;1528937
2;22;21;1529464
2;22;3;1530958
2;23;1;1535998
2;23;11;1539006
2;23;2;1561022
2;23;21;1561620
2;23;3;1563042
2;24;1;1568078
2;24;11;1571086
2;24;2;1593112
2;24;21;1593628
2;24;3;1595130
3;0;4;1600167
3;1;1;1660206
3;1;11;1663209
3;1;2;1685227
3;1;21;1686026
3;1;3;1687248
3;2;1;1692286
3;2;11;1695292
3;2;2;1717310
3;2;21;1717967
3;2;3;1719328
3;3;1;1724368
3;3;11;1727373
3;3;2;1749387
3;3;21;1750178
3;3;3;1751407
3;4;1;1756447
3;4;11;1759452
3;4;2;1781484
3;4;21;1782035
3;4;3;1783503
3;5;1;1788546
3;5;11;1791549
3;5;2;1813566
3;5;21;1815435
