PartcipantID:be30
InitialTimeStamp:10-23-37-902
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;50
1;1;11;3055
1;1;2;25083
1;1;21;26039
1;1;3;27114
1;2;1;32150
1;2;11;35157
1;2;2;57174
1;2;21;57951
1;2;3;59190
1;3;1;64231
1;3;11;67237
1;3;2;89265
1;3;21;89875
1;3;3;91284
1;4;1;96327
1;4;11;99330
1;4;2;121349
1;4;21;122544
1;4;3;123378
1;5;1;128417
1;5;11;131420
1;5;2;153436
1;5;21;154416
1;5;3;155453
1;6;1;160494
1;6;11;163496
1;6;2;185513
1;6;21;186147
1;6;3;187533
1;7;1;192573
1;7;11;195576
1;7;2;217606
1;7;21;218507
1;7;3;219626
1;8;1;224668
1;8;11;227671
1;8;2;249699
1;8;21;250333
1;8;3;251723
1;9;1;256763
1;9;11;259770
1;9;2;281796
1;9;21;282307
1;9;3;283814
1;10;1;288854
1;10;11;291856
1;10;2;313874
1;10;21;314617
1;10;3;315894
1;11;1;320934
1;11;11;323936
1;11;2;345964
1;11;21;346605
1;11;3;347984
1;12;1;353028
1;12;11;356036
1;12;2;378062
1;12;21;378933
1;12;3;380082
1;13;1;385124
1;13;11;388127
1;13;2;410152
1;13;21;411662
1;13;3;412172
1;14;1;417211
1;14;11;420217
1;14;2;442243
1;14;21;443373
1;14;3;444264
1;15;1;449305
1;15;11;452310
1;15;2;474326
1;15;21;475053
1;15;3;476418
1;16;1;481457
1;16;11;484460
1;16;2;506478
1;16;21;507023
1;16;3;508498
1;17;1;513539
1;17;11;516545
1;17;2;538573
1;17;21;539169
1;17;3;540592
1;18;1;545633
1;18;11;548640
1;18;2;570657
1;18;21;571478
1;18;3;572683
1;19;1;577721
1;19;11;580728
1;19;2;602757
1;19;21;603313
1;19;3;604775
1;20;1;609817
1;20;11;612822
1;20;2;634838
1;20;21;635963
1;20;3;636855
1;21;1;641897
1;21;11;644903
1;21;2;666917
1;21;21;667445
1;21;3;668937
1;22;1;673976
1;22;11;676980
1;22;2;699007
1;22;21;700627
1;22;3;701039
1;23;1;706079
1;23;11;709084
1;23;2;731101
1;23;21;731745
1;23;3;733116
1;24;1;738158
1;24;11;741167
1;24;2;763183
1;24;21;763843
1;24;3;765201
2;0;4;770240
2;1;1;830282
2;1;11;833290
2;1;2;855306
2;1;21;855821
2;1;3;857335
2;2;1;862376
2;2;11;865385
2;2;2;887404
2;2;21;888238
2;2;3;889432
2;3;1;894477
2;3;11;897479
2;3;2;919495
2;3;21;920344
2;3;3;921512
2;4;1;926554
2;4;11;929561
2;4;2;951577
2;4;21;952415
2;4;3;953598
2;5;1;958640
2;5;11;961649
2;5;2;983667
2;5;21;984561
2;5;3;985686
2;6;1;990730
2;6;11;993739
2;6;2;1015755
2;6;21;1016981
2;6;3;1017772
2;7;1;1022811
2;7;11;1025815
2;7;2;1047832
2;7;21;1048405
2;7;3;1049854
2;8;1;1054890
2;8;11;1057896
2;8;2;1079926
2;8;21;1080391
2;8;3;1081949
2;9;1;1086986
2;9;11;1089992
2;9;2;1112008
2;9;21;1112691
2;9;3;1114037
2;10;1;1119078
2;10;11;1122089
2;10;2;1144103
2;10;21;1144668
2;10;3;1146122
2;11;1;1151161
2;11;11;1154167
2;11;2;1176184
2;11;21;1176960
2;11;3;1178202
2;12;1;1183241
2;12;11;1186248
2;12;2;1208275
2;12;21;1209083
2;12;3;1210297
2;13;1;1215335
2;13;11;1218341
2;13;2;1240356
2;13;21;1241258
2;13;3;1242374
2;14;1;1247414
2;14;11;1250417
2;14;2;1272436
2;14;21;1272953
2;14;3;1274454
2;15;1;1279492
2;15;11;1282494
2;15;2;1304512
2;15;21;1305229
2;15;3;1306527
2;16;1;1311570
2;16;11;1314577
2;16;2;1336594
2;16;21;1337225
2;16;3;1338607
2;17;1;1343647
2;17;11;1346649
2;17;2;1368667
2;17;21;1369182
2;17;3;1370688
2;18;1;1375732
2;18;11;1378733
2;18;2;1400748
2;18;21;1401407
2;18;3;1402768
2;19;1;1407809
2;19;11;1410815
2;19;2;1432841
2;19;21;1433384
2;19;3;1434861
2;20;1;1439902
2;20;11;1442908
2;20;2;1464924
2;20;21;1465429
2;20;3;1466944
2;21;1;1471981
2;21;11;1474989
2;21;2;1497004
2;21;21;1497660
2;21;3;1499034
2;22;1;1504076
2;22;11;1507081
2;22;2;1529097
2;22;21;1529791
2;22;3;1531118
2;23;1;1536154
2;23;11;1539162
2;23;2;1561178
2;23;21;1561689
2;23;3;1563199
2;24;1;1568237
2;24;11;1571241
2;24;2;1593257
2;24;21;1593692
2;24;3;1595277
3;0;4;1600315
3;1;1;1660356
3;1;11;1663361
3;1;2;1685390
3;1;21;1685915
3;1;3;1687405
3;2;1;1692449
3;2;11;1695456
3;2;2;1717472
3;2;21;1718066
3;2;3;1719491
3;3;1;1724550
3;3;11;1727561
3;3;2;1749577
3;3;21;1750143
3;3;3;1751607
3;4;1;1756649
3;4;11;1759653
3;4;2;1781680
3;4;21;1782204
3;4;3;1783698
3;5;1;1788740
3;5;11;1791744
3;5;2;1813762
3;5;21;1814914
3;5;3;1815782
3;6;1;1820820
