PartcipantID:be27
InitialTimeStamp:14-50-12-243
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;49
1;1;11;3046
1;1;2;25075
1;1;21;26198
1;1;3;27099
1;2;1;32132
1;2;11;35136
1;2;2;57162
1;2;21;58032
1;2;3;59183
1;3;1;64214
1;3;11;67219
1;3;2;89235
1;3;21;90125
1;3;3;91255
1;4;1;96292
1;4;11;99295
1;4;2;121313
1;4;21;122221
1;4;3;123341
1;5;1;128382
1;5;11;131386
1;5;2;153402
1;5;21;154334
1;5;3;155422
1;6;1;160459
1;6;11;163467
1;6;2;185482
1;6;21;186391
1;6;3;187509
1;7;1;192549
1;7;11;195555
1;7;2;217572
1;7;21;218477
1;7;3;219593
1;8;1;224629
1;8;11;227635
1;8;2;249650
1;8;21;250357
1;8;3;251668
1;9;1;256705
1;9;11;259711
1;9;2;281727
1;9;21;282461
1;9;3;283747
1;10;1;288790
1;10;11;291792
1;10;2;313820
1;10;21;314659
1;10;3;315848
1;11;1;320887
1;11;11;323893
1;11;2;345919
1;11;21;346789
1;11;3;347940
1;12;1;352985
1;12;11;355992
1;12;2;378008
1;12;21;378781
1;12;3;380027
1;13;1;385066
1;13;11;388071
1;13;2;410086
1;13;21;411045
1;13;3;412105
1;14;1;417145
1;14;11;420149
1;14;2;442166
1;14;21;442936
1;14;3;444196
1;15;1;449232
1;15;11;452237
1;15;2;474253
1;15;21;475186
1;15;3;476281
1;16;1;481322
1;16;11;484326
1;16;2;506344
1;16;21;507013
1;16;3;508358
1;17;1;513389
1;17;11;516388
1;17;2;538405
1;17;21;539380
1;17;3;540433
1;18;1;545473
1;18;11;548478
1;18;2;570495
1;18;21;571274
1;18;3;572515
1;19;1;577555
1;19;11;580560
1;19;2;602586
1;19;21;603946
1;19;3;604604
1;20;1;609647
1;20;11;612651
1;20;2;634677
1;20;21;635413
1;20;3;636711
1;21;1;641752
1;21;11;644759
1;21;2;666787
1;21;21;667352
1;21;3;668804
1;22;1;673846
1;22;11;676851
1;22;2;698868
1;22;21;699486
1;22;3;700883
1;23;1;705926
1;23;11;708931
1;23;2;730946
1;23;21;731665
1;23;3;732963
1;24;1;738003
1;24;11;741009
1;24;2;763026
1;24;21;763462
1;24;3;765046
2;0;4;770086
2;1;1;830129
2;1;11;833132
2;1;2;855148
2;1;21;856714
2;1;3;857171
2;2;1;862213
2;2;11;865217
2;2;2;887233
2;2;21;888035
2;2;3;889249
2;3;1;894294
2;3;11;897300
2;3;2;919315
2;3;21;919997
2;3;3;921345
2;4;1;926388
2;4;11;929392
2;4;2;951407
2;4;21;952035
2;4;3;953426
2;5;1;958468
2;5;11;961477
2;5;2;983506
2;5;21;984220
2;5;3;985525
2;6;1;990566
2;6;11;993571
2;6;2;1015588
2;6;21;1016308
2;6;3;1017605
2;7;1;1022645
2;7;11;1025649
2;7;2;1047666
2;7;21;1049021
2;7;3;1049688
2;8;1;1054728
2;8;11;1057731
2;8;2;1079747
2;8;21;1080224
2;8;3;1081776
2;9;1;1086820
2;9;11;1089823
2;9;2;1111840
2;9;21;1112441
2;9;3;1113860
2;10;1;1118901
2;10;11;1121905
2;10;2;1143932
2;10;21;1144489
2;10;3;1145953
2;11;1;1150995
2;11;11;1153999
2;11;2;1176016
2;11;21;1176774
2;11;3;1178034
2;12;1;1183077
2;12;11;1186079
2;12;2;1208096
2;12;21;1209077
2;12;3;1210127
2;13;1;1215168
2;13;11;1218173
2;13;2;1240190
2;13;21;1241164
2;13;3;1242208
2;14;1;1247249
2;14;11;1250253
2;14;2;1272269
2;14;21;1273256
2;14;3;1274288
2;15;1;1279327
2;15;11;1282333
2;15;2;1304348
2;15;21;1305473
2;15;3;1306381
2;16;1;1311421
2;16;11;1314424
2;16;2;1336440
2;16;21;1337161
2;16;3;1338459
2;17;1;1343497
2;17;11;1346502
2;17;2;1368518
2;17;21;1369185
2;17;3;1370535
2;18;1;1375577
2;18;11;1378580
2;18;2;1400596
2;18;21;1401012
2;18;3;1402614
2;19;1;1407656
2;19;11;1410663
2;19;2;1432679
2;19;21;1433491
2;19;3;1434698
2;20;1;1439739
2;20;11;1442743
2;20;2;1464758
2;20;21;1465329
2;20;3;1466777
2;21;1;1471817
2;21;11;1474824
2;21;2;1496841
2;21;21;1497291
2;21;3;1498858
2;22;1;1503895
2;22;11;1506900
2;22;2;1528917
2;22;21;1530017
2;22;3;1530936
2;23;1;1535976
2;23;11;1538980
2;23;2;1560995
2;23;21;1561562
2;23;3;1563014
2;24;1;1568054
2;24;11;1571059
2;24;2;1593076
2;24;21;1593736
2;24;3;1595089
3;0;4;1600129
3;1;1;1660174
3;1;11;1663188
3;1;2;1685205
3;1;21;1685641
3;1;3;1687220
3;2;1;1692262
3;2;11;1695266
3;2;2;1717283
3;2;21;1717890
3;2;3;1719301
