PartcipantID:be28
InitialTimeStamp:16-09-19-272
block;trial;item;In(1)/Out(0);time
1;1;5;1;4.986343
1;1;2;1;7.020466
1;1;1;1;18.20311
1;2;3;1;6.170406
1;2;2;1;7.920689
1;2;5;1;41.52093
1;3;1;1;5.904144
1;3;5;1;14.00446
1;3;2;1;34.72225
1;4;5;1;9.938129
1;4;1;1;12.7716
1;4;3;1;22.60463
1;4;3;0;39.92247
1;4;6;1;41.08912
1;5;1;1;6.2029
1;5;2;1;9.620522
1;5;3;1;18.21983
1;6;5;1;7.586605
1;6;6;1;16.67104
1;6;2;1;50.58844
1;6;1;1;51.72265
1;7;4;1;9.221363
1;7;3;1;11.08807
1;7;6;1;39.53902
1;7;2;1;40.85574
1;7;2;0;55.3561
1;7;6;0;57.22277
1;7;1;1;57.9731
1;8;5;1;5.088341
1;8;1;1;44.5551
1;8;3;1;45.58923
1;8;4;1;46.73926
1;9;2;1;8.420883
1;9;1;1;10.30431
1;9;3;1;35.60521
2;1;1;1;12.88803
2;1;6;1;15.97065
2;1;5;1;21.22157
2;2;2;1;22.53841
2;2;6;1;26.90472
2;2;5;1;33.48893
2;3;2;1;8.019512
2;3;6;1;9.55344
2;3;4;1;13.15371
2;3;5;1;29.97141
2;4;3;1;5.537014
2;4;6;1;16.28806
2;4;1;1;48.32243
2;5;6;1;5.304359
2;5;1;1;13.25523
2;5;2;1;20.9888
2;6;3;1;4.53706
2;6;6;1;12.68783
2;6;1;1;36.52204
2;6;2;1;37.55529
2;7;3;1;13.12121
2;7;5;1;15.03884
2;7;1;1;21.48811
2;7;1;0;29.30553
2;7;6;1;33.07152
2;8;4;1;6.370979
2;8;2;1;7.903435
2;8;5;1;20.83735
2;9;5;1;6.937515
2;9;6;1;14.3047
2;9;4;1;56.13971
