PartcipantID:be28
InitialTimeStamp:16-09-19-272
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;64
1;1;11;90
1;1;21;22283
1;1;3;22310
1;2;1;32371
1;2;11;32394
1;2;21;80851
1;2;3;80880
1;3;1;90937
1;3;11;90959
1;3;21;128787
1;3;3;128816
1;4;1;138874
1;4;11;138896
1;4;3;198917
1;5;1;208977
1;5;11;208999
1;5;21;237123
1;5;3;237152
1;6;1;247211
1;6;11;247234
1;6;3;307254
1;7;1;317314
1;7;11;317338
1;7;3;377357
1;8;1;387416
1;8;11;387440
1;8;3;447459
1;9;1;457518
1;9;11;457541
1;9;21;507599
1;9;3;507628
2;0;4;517683
2;1;1;577736
2;1;11;577758
2;1;21;612470
2;1;3;612499
2;2;1;622555
2;2;11;622577
2;2;21;668022
2;2;3;668050
2;3;1;678110
2;3;11;678134
2;3;21;714274
2;3;3;714301
2;4;1;724360
2;4;11;724383
2;4;3;784405
2;5;1;794463
2;5;11;794487
2;5;3;854507
2;6;1;864565
2;6;11;864588
2;6;3;924609
2;7;1;934667
2;7;11;934689
2;7;21;975099
2;7;3;975128
2;8;1;985187
2;8;11;985210
2;8;21;1008702
2;8;3;1008728
2;9;1;1018788
2;9;11;1018810
2;9;3;1078831
2;9;5;1088886
