PartcipantID:be22
InitialTimeStamp:16-36-29-241
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;62
1;1;11;88
1;1;21;22380
1;1;3;22408
1;2;1;32581
1;2;11;32603
1;2;21;82804
1;2;3;82832
1;3;1;92889
1;3;11;92912
1;3;21;131605
1;3;3;131633
1;4;1;141692
1;4;11;141714
1;4;3;201735
1;5;1;211795
1;5;11;211818
1;5;21;235008
1;5;3;235038
1;6;1;245095
1;6;11;245117
1;6;21;274560
1;6;3;274588
1;7;1;284648
1;7;11;284670
1;7;21;333246
1;7;3;333274
1;8;1;343332
1;8;11;343354
1;8;21;384881
1;8;3;384908
1;9;1;394966
1;9;11;394988
1;9;21;437916
1;9;3;437944
2;0;4;448000
2;1;1;508044
2;1;11;508066
2;1;21;546236
2;1;3;546264
2;2;1;556322
2;2;11;556345
2;2;21;581221
2;2;3;581249
2;3;1;591308
2;3;11;591331
2;3;21;632306
2;3;3;632333
2;4;1;642391
2;4;11;642413
2;4;21;664924
2;4;3;664952
2;5;1;675000
2;5;11;675023
2;5;21;728359
2;5;3;728386
2;6;1;738445
2;6;11;738468
2;6;21;771595
2;6;3;771624
2;7;1;781681
2;7;11;781705
2;7;21;805796
2;7;3;805824
2;8;1;815882
2;8;11;815906
2;8;21;858447
2;8;3;858475
2;9;1;868533
2;9;11;868556
2;9;21;904415
2;9;3;904444
2;9;5;914499
