PartcipantID:be33
InitialTimeStamp:18-51-36-721
block;trial;item;In(1)/Out(0);time
1;1;6;1;3.107071
1;1;6;0;6.26899
1;1;5;1;7.02755
1;1;3;1;8.900814
1;1;1;1;14.64734
1;2;1;1;5.264294
1;2;3;1;9.861641
1;2;1;0;18.20182
1;2;5;1;19.31502
1;2;6;1;28.56923
1;2;6;0;38.86799
1;2;2;1;39.63646
1;2;2;0;41.46828
1;2;5;0;42.91622
1;2;4;1;43.72752
1;2;6;1;44.48402
1;2;4;0;45.61958
1;2;1;1;46.30789
1;3;3;1;5.972557
1;3;5;1;6.885017
1;3;6;1;17.14599
1;4;6;1;7.508736
1;4;4;1;9.113159
1;4;2;1;16.69598
1;4;5;1;25.36966
1;5;5;1;9.942524
1;5;1;1;16.22006
1;5;4;1;17.95514
1;5;4;0;26.61165
1;5;4;1;29.316
1;5;3;1;50.41527
1;6;5;1;6.229969
1;6;6;1;19.07911
1;6;4;1;32.54573
1;7;2;1;8.129818
1;7;5;1;23.33054
1;7;6;1;24.78048
1;7;1;1;40.6293
1;8;5;1;6.805489
1;8;2;1;16.7986
1;8;1;1;26.77252
1;9;6;1;4.657421
1;9;2;1;8.320766
1;9;1;1;24.33157
2;1;1;1;3.011993
2;1;5;1;9.374146
2;1;2;1;16.63113
2;2;4;1;5.916443
2;2;2;1;17.76538
2;2;5;1;35.12518
2;3;1;1;3.969345
2;3;2;1;7.661392
2;3;3;1;14.74689
2;4;2;1;9.406128
2;4;6;1;20.60517
2;4;5;1;23.3646
2;5;1;1;8.038017
2;5;3;1;24.88438
2;5;2;1;33.20161
2;6;3;1;4.652859
2;6;2;1;8.226833
2;6;5;1;25.16256
2;7;4;1;7.159039
2;7;1;1;21.0425
2;7;3;1;37.28136
2;8;5;1;3.939041
2;8;1;1;13.05111
2;8;6;1;18.14737
2;9;3;1;11.20432
2;9;6;1;18.29427
2;9;1;1;29.76703
2;9;2;1;30.50014
