PartcipantID:be30
InitialTimeStamp:11-15-30-293
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;54
1;1;11;77
1;1;21;46378
1;1;3;46410
1;2;1;56448
1;2;11;56472
1;2;21;56495
1;2;3;56511
1;3;1;66554
1;3;11;66577
1;3;21;116916
1;3;3;116932
1;4;1;126974
1;4;11;126996
1;4;21;164889
1;4;3;164907
1;5;1;174951
1;5;11;174973
1;5;21;205762
1;5;3;205788
1;6;1;215827
1;6;11;215850
1;6;21;268093
1;6;3;268108
1;7;1;278156
1;7;11;278180
1;7;3;338179
1;8;1;348219
1;8;11;348242
1;8;21;372455
1;8;3;372471
1;9;1;382512
1;9;11;382535
1;9;21;414392
1;9;3;414406
2;0;4;424455
2;1;1;484504
2;1;11;484527
2;1;21;537974
2;1;3;537989
2;2;1;548032
2;2;11;548055
2;2;21;581362
2;2;3;581378
2;3;1;591439
2;3;11;591462
2;3;21;644231
2;3;3;644247
2;4;1;654287
2;4;11;654310
2;4;21;693169
2;4;3;693184
2;5;1;703237
2;5;11;703260
2;5;21;735210
2;5;3;735226
2;6;1;745290
2;6;11;745312
2;6;21;775695
2;6;3;775711
2;7;1;785786
2;7;11;785810
2;7;21;829991
2;7;3;830007
2;8;1;840043
2;8;11;840066
2;8;21;890620
2;8;3;890636
2;9;1;900679
2;9;11;900702
2;9;21;930520
2;9;3;930536
2;9;5;940577
