PartcipantID:be31
InitialTimeStamp:11-44-01-030
block;trial;item;In(1)/Out(0);time
1;1;6;1;3.586117
1;1;2;1;15.8863
1;1;1;1;18.27032
1;2;6;1;8.103619
1;2;6;0;8.436317
1;2;4;1;10.33686
1;2;3;1;11.40342
1;2;1;1;28.55499
1;3;5;1;17.67026
1;3;1;1;19.67011
1;3;1;0;20.78734
1;3;3;1;21.82
1;3;6;1;23.12067
1;3;6;0;37.82157
1;3;2;1;42.5881
1;4;3;1;3.520638
1;4;2;1;12.55331
1;4;2;0;12.97042
1;4;4;1;13.60352
1;4;6;1;14.08719
1;4;1;1;20.43893
1;4;1;0;21.75603
1;4;2;1;43.63889
1;4;4;0;47.03919
1;4;5;1;48.32232
1;4;2;0;49.12269
1;5;5;1;4.869576
1;5;1;1;14.30413
1;5;4;1;21.33971
1;5;3;1;22.25417
1;6;3;1;10.68711
1;6;2;1;13.80348
1;6;5;1;15.70369
1;6;1;1;19.50366
1;6;1;0;20.35506
1;6;4;1;20.78846
1;6;2;0;33.38828
1;7;3;1;13.17111
1;7;6;1;14.85513
1;7;5;1;16.22104
1;8;4;1;5.470776
1;8;2;1;7.703934
1;8;5;1;15.97052
1;9;5;1;3.186283
1;9;6;1;3.886856
1;9;1;1;7.520267
1;9;2;1;8.353611
1;9;1;0;31.75461
1;9;2;0;32.6717
1;9;3;1;33.30424
1;9;3;0;59.50668
1;9;1;1;59.9563
2;1;6;1;2.670189
2;1;3;1;7.437767
2;1;4;1;9.137905
2;1;2;1;10.90487
2;1;3;0;17.32134
2;1;5;1;17.98709
2;1;5;0;18.30476
2;1;5;1;18.7214
2;2;1;1;5.504318
2;2;2;1;6.654232
2;2;3;1;8.070065
2;3;5;1;3.903633
2;3;4;1;12.55466
2;3;1;1;17.6715
2;3;6;1;30.85562
2;3;1;0;46.6564
2;4;6;1;5.420483
2;4;5;1;6.586891
2;4;3;1;7.420376
2;4;1;1;8.170692
2;4;3;0;16.83788
2;5;5;1;12.58757
2;5;2;1;16.98813
2;5;1;1;32.13998
2;6;1;1;2.68771
2;6;5;1;4.487843
2;6;2;1;9.104679
2;7;3;1;3.153881
2;7;5;1;3.90427
2;7;1;1;9.570232
2;7;3;0;48.53922
2;7;6;1;49.58879
2;8;4;1;3.40464
2;8;4;0;3.771301
2;8;1;1;4.771351
2;8;3;1;12.07149
2;8;3;0;12.8386
2;8;3;1;13.6051
2;8;2;1;17.77192
2;8;3;0;19.63779
2;8;3;1;28.5891
2;8;6;1;33.64117
2;8;3;0;43.30658
2;8;4;1;57.25591
2;9;6;1;4.220379
2;9;3;1;5.986843
2;9;2;1;6.886906
2;9;2;0;8.688145
2;9;5;1;33.90748
2;9;5;0;40.55609
2;9;2;1;41.20638
2;9;1;1;41.72195
