PartcipantID:be29
InitialTimeStamp:15-46-05-954
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;57
1;1;11;80
1;1;3;60098
1;2;1;70135
1;2;11;70158
1;2;21;113282
1;2;3;113299
1;3;1;123340
1;3;11;123361
1;3;21;158985
1;3;3;159001
1;4;1;169039
1;4;11;169061
1;4;21;197347
1;4;3;197361
1;5;1;207403
1;5;11;207425
1;5;3;267436
1;6;1;277477
1;6;11;277501
1;6;21;324555
1;6;3;324570
1;7;1;334609
1;7;11;334631
1;7;21;392397
1;7;3;392422
1;8;1;402464
1;8;11;402486
1;8;3;462509
1;9;1;472554
1;9;11;472577
1;9;3;532587
2;0;4;542639
2;1;1;602685
2;1;11;602708
2;1;3;662714
2;2;1;672759
2;2;11;672782
2;2;21;715239
2;2;3;715257
2;3;1;725295
2;3;11;725319
2;3;21;770299
2;3;3;770315
2;4;1;780357
2;4;11;780381
2;4;21;824077
2;4;3;824101
2;5;1;834143
2;5;11;834166
2;5;21;863904
2;5;3;863921
2;6;1;873961
2;6;11;873985
2;6;21;910393
2;6;3;910408
2;7;1;920443
2;7;11;920465
2;7;3;980467
2;8;1;990506
2;8;11;990529
2;8;3;1050529
2;9;1;1060569
2;9;11;1060592
2;9;3;1120606
2;9;5;1130649
