PartcipantID:be27
InitialTimeStamp:15-41-02-258
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;56
1;1;11;80
1;1;21;37414
1;1;3;37436
1;2;1;47465
1;2;11;47487
1;2;21;88313
1;2;3;88327
1;3;1;98371
1;3;11;98394
1;3;21;125196
1;3;3;125213
1;4;1;135250
1;4;11;135272
1;4;21;187560
1;4;3;187577
1;5;1;197616
1;5;11;197640
1;5;21;212599
1;5;3;212614
1;6;1;222656
1;6;11;222679
1;6;21;248874
1;6;3;248890
1;7;1;258939
1;7;11;258963
1;7;21;293555
1;7;3;293570
1;8;1;303612
1;8;11;303635
1;8;21;321504
1;8;3;321529
1;9;1;331570
1;9;11;331595
1;9;21;360636
1;9;3;360653
2;0;4;370686
2;1;1;430730
2;1;11;430753
2;1;21;445674
2;1;3;445691
2;2;1;455739
2;2;11;455763
2;2;21;468789
2;2;3;468803
2;3;1;478846
2;3;11;478869
2;3;21;509422
2;3;3;509449
2;4;1;519467
2;4;11;519489
2;4;21;549104
2;4;3;549121
2;5;1;559160
2;5;11;559182
2;5;21;572845
2;5;3;572861
2;6;1;582900
2;6;11;582924
2;6;21;618498
2;6;3;618515
2;7;1;628554
2;7;11;628577
2;7;21;661281
2;7;3;661297
2;8;1;671336
2;8;11;671359
2;8;21;692813
2;8;3;692831
2;9;1;702870
2;9;11;702892
2;9;21;724092
2;9;3;724109
2;9;5;734146
