PartcipantID:be24
InitialTimeStamp:15-48-55-527
block;trial;item;In(1)/Out(0);time
1;1;3;1;3.768261
1;1;5;1;4.963009
1;1;4;1;10.01345
1;1;1;1;10.74645
1;1;4;0;11.41817
1;1;5;0;12.25153
1;2;4;1;4.497429
1;2;2;1;7.116051
1;2;6;1;12.17736
1;2;5;1;18.04192
1;2;6;0;18.86817
1;3;2;1;3.158913
1;3;3;1;5.080528
1;3;1;1;7.998852
1;4;5;1;7.776085
1;4;2;1;10.48168
1;4;1;1;11.80168
1;5;4;1;2.866821
1;5;2;1;5.171207
1;5;6;1;6.452225
1;5;5;1;8.523952
1;6;5;1;2.059963
1;6;6;1;5.339989
1;6;3;1;9.300385
1;6;6;0;15.94857
1;6;6;1;20.09385
1;6;4;1;21.14918
1;6;4;0;22.42367
1;6;2;1;24.66455
1;6;3;0;25.74879
1;6;1;1;30.24556
1;6;1;0;56.46799
1;7;3;1;4.926342
1;7;1;1;7.140942
1;7;5;1;13.99566
1;7;3;0;22.66085
1;7;3;1;27.7021
1;7;1;0;28.79718
1;7;6;1;29.71727
1;7;6;0;38.6399
1;7;2;1;41.61919
1;7;2;0;45.69492
1;7;6;1;46.54576
1;7;6;0;49.3659
1;7;2;1;50.31969
1;8;3;1;7.611492
1;8;1;1;8.386497
1;8;5;1;9.298828
1;8;2;1;20.20115
1;8;3;0;21.57898
1;8;3;1;34.3235
1;8;1;0;34.94493
1;8;5;0;35.77721
1;8;3;0;36.64053
1;8;6;1;37.62444
1;9;5;1;3.62709
1;9;3;1;4.426628
1;9;1;1;5.866505
1;9;3;0;33.78613
1;9;6;1;34.73313
2;1;1;1;2.481144
2;1;5;1;11.4181
2;1;4;1;15.35244
2;1;2;1;19.04688
2;1;4;0;20.01311
2;2;5;1;4.522961
2;2;3;1;8.979111
2;2;3;0;11.55766
2;2;6;1;12.44358
2;2;4;1;19.97259
2;3;3;1;3.187111
2;3;2;1;6.771912
2;3;1;1;13.74807
2;4;5;1;4.654079
2;4;1;1;7.907562
2;4;3;1;12.33274
2;4;3;0;15.10216
2;4;4;1;16.54415
2;4;3;1;23.29369
2;5;4;1;6.333374
2;5;1;1;10.54138
2;5;3;1;15.00418
2;6;4;1;6.490143
2;6;3;1;7.964336
2;6;4;0;35.26385
2;6;6;1;36.33012
2;6;5;1;40.63305
2;7;5;1;9.674744
2;7;1;1;11.46397
2;7;6;1;16.43681
2;8;2;1;2.926449
2;8;3;1;6.131542
2;8;1;1;16.86958
2;9;6;1;2.556297
2;9;2;1;8.438042
2;9;1;1;9.61853
2;9;5;1;36.44202
2;9;5;0;38.96799
