PartcipantID:be24
InitialTimeStamp:15-48-55-527
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;57
1;1;11;83
1;1;21;42245
1;1;3;42266
1;2;1;52297
1;2;11;52320
1;2;21;87841
1;2;3;87856
1;3;1;97900
1;3;11;97923
1;3;21;125779
1;3;3;125795
1;4;1;135834
1;4;11;135856
1;4;21;170170
1;4;3;170186
1;5;1;180228
1;5;11;180252
1;5;21;203465
1;5;3;203482
1;6;1;213519
1;6;11;213543
1;6;3;273547
1;7;1;283588
1;7;11;283610
1;7;3;343617
1;8;1;353654
1;8;11;353676
1;8;21;411282
1;8;3;411298
1;9;1;421340
1;9;11;421363
1;9;21;466153
1;9;3;466167
2;0;4;476204
2;1;1;536249
2;1;11;536271
2;1;21;578235
2;1;3;578250
2;2;1;588290
2;2;11;588313
2;2;21;630294
2;2;3;630319
2;3;1;640361
2;3;11;640384
2;3;21;678956
2;3;3;678972
2;4;1;689012
2;4;11;689034
2;4;21;726196
2;4;3;726211
2;5;1;736254
2;5;11;736276
2;5;21;766017
2;5;3;766033
2;6;1;776074
2;6;11;776097
2;6;21;831846
2;6;3;831863
2;7;1;841901
2;7;11;841926
2;7;21;900850
2;7;3;900866
2;8;1;910907
2;8;11;910931
2;8;21;948202
2;8;3;948218
2;9;1;958259
2;9;11;958283
2;9;21;1006027
2;9;3;1006043
2;9;5;1016082
