PartcipantID:be32
InitialTimeStamp:15-43-22-020
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;59
1;1;11;85
1;1;21;27118
1;1;3;27148
1;2;1;37179
1;2;11;37202
1;2;21;75744
1;2;3;75770
1;3;1;85812
1;3;11;85835
1;3;21;124530
1;3;3;124546
1;4;1;134589
1;4;11;134613
1;4;21;165163
1;4;3;165180
1;5;1;175220
1;5;11;175243
1;5;21;220515
1;5;3;220532
1;6;1;230571
1;6;11;230593
1;6;21;280035
1;6;3;280051
1;7;1;290093
1;7;11;290116
1;7;21;319994
1;7;3;320009
1;8;1;330051
1;8;11;330075
1;8;3;390082
1;9;1;400124
1;9;11;400146
1;9;21;435299
1;9;3;435317
2;0;4;445361
2;1;1;505408
2;1;11;505431
2;1;21;548488
2;1;3;548504
2;2;1;558544
2;2;11;558568
2;2;21;588672
2;2;3;588688
2;3;1;598727
2;3;11;598750
2;3;21;639435
2;3;3;639451
2;4;1;649492
2;4;11;649514
2;4;21;689490
2;4;3;689505
2;5;1;699550
2;5;11;699573
2;5;21;751993
2;5;3;752007
2;6;1;762051
2;6;11;762074
2;6;21;786876
2;6;3;786892
2;7;1;796932
2;7;11;796955
2;7;21;831477
2;7;3;831493
2;8;1;841530
2;8;11;841553
2;8;21;872411
2;8;3;872426
2;9;1;882468
2;9;11;882492
2;9;21;925659
2;9;3;925675
2;9;5;935725
