PartcipantID:be32
InitialTimeStamp:15-43-22-020
block;trial;item;In(1)/Out(0);time
1;1;5;1;3.337963
1;1;1;1;6.880802
1;1;4;1;12.54901
1;1;3;1;15.51571
1;2;5;1;3.649517
1;2;1;1;4.982548
1;2;2;1;7.271694
1;3;5;1;5.802105
1;3;4;1;14.95892
1;3;6;1;18.76112
1;4;6;1;6.203617
1;4;5;1;7.074432
1;4;2;1;9.683781
1;5;5;1;4.957878
1;5;3;1;7.589592
1;5;6;1;8.958942
1;5;2;1;22.81458
1;5;3;0;35.0348
1;6;2;1;4.155075
1;6;3;1;5.475155
1;6;1;1;8.00779
1;7;4;1;3.691013
1;7;6;1;4.531265
1;7;2;1;5.329037
1;7;5;1;19.39151
1;8;3;1;3.982491
1;8;6;1;10.61814
1;8;5;1;16.36226
1;8;6;0;36.26552
1;8;2;1;45.79668
1;9;4;1;3.422325
1;9;2;1;6.270874
1;9;5;1;26.48608
2;1;3;1;6.4165
2;1;5;1;8.422546
2;1;6;1;30.91114
2;2;3;1;4.734623
2;2;2;1;5.632153
2;2;1;1;17.44167
2;3;6;1;5.441425
2;3;1;1;6.339069
2;3;5;1;7.735283
2;4;6;1;4.632793
2;4;2;1;5.647606
2;4;1;1;7.29528
2;5;1;1;2.52961
2;5;5;1;14.6987
2;5;3;1;39.85886
2;5;2;1;48.59338
2;5;3;0;49.46258
2;6;1;1;2.615295
2;6;2;1;5.292225
2;6;3;1;9.694347
2;7;3;1;3.094288
2;7;6;1;8.151825
2;7;1;1;10.95298
2;7;2;1;17.06833
2;8;4;1;6.317356
2;8;3;1;7.881599
2;8;1;1;17.64323
2;8;1;0;19.73272
2;8;1;1;20.12876
2;9;1;1;2.976868
2;9;3;1;4.268433
2;9;5;1;5.333996
2;9;6;1;7.027267
2;9;6;0;32.62299
